x,y,id
37.0,51.0,landscape_mental_stores_shall_unfading_b_10046
48.0,55.0,landscape_mind_body_rambling_alike_neith_1857
37.0,56.0,landscape_old_furniture_apartments_cells_10052
30.0,46.0,still_life_naked_cloathed_sensible_10054
13.0,52.0,still_life_skilful_artist_goes_work_upon__10057
82.0,41.0,still_life_bosom_steel_10065
13.0,42.0,portrait_seen_impression_wrought_1876
64.0,49.0,still_life_shell_instruments_death_murder_1877
68.0,35.0,landscape_little_towring_hand_cufft_almo_1882
29.0,60.0,landscape_cells_thro_fancy_rove_10077
53.0,54.0,landscape_bright_visions_rushing_thy_min_10079
57.0,41.0,landscape_lodging_lodgings_1887
45.0,38.0,portrait_mixed_multitude_gondoleers_peo_10093
64.0,54.0,portrait_sentinel_perpetual_emanation_g_1910
75.0,24.0,landscape_takes_walk_large_campaign_1911
32.0,18.0,landscape_none_besiege_1914
74.0,58.0,still_life_ductile_gold_10107
48.0,81.0,landscape_efflorescence_budding_cultivat_10108
46.0,53.0,landscape_wandering_fancy_drag_something_1917
33.0,27.0,still_life_life_errors_breed_10112
3.0,46.0,portrait_mint_conduct_mint_stamp_10113
48.0,67.0,landscape_medium_e_doth_water_pure_clear_1922
69.0,17.0,portrait_conquer_1931
35.0,55.0,landscape_furniture_10124
41.0,35.0,still_life_critics_vulgar_note_10134
29.0,20.0,still_life_first_reason_blindfold_1943
23.0,58.0,landscape_window_may_open_prospect_appea_10138
30.0,62.0,landscape_brain_capital_organ_10139
70.0,31.0,landscape_put_chains_slave_use_1953
32.0,28.0,portrait_early_instilled_strict_taught__10146
79.0,54.0,still_life_pleasing_smite_represent_1956
73.0,33.0,still_life_chains_since_1961
3.0,47.0,portrait_stamp_image_thine_image_form_1963
37.0,34.0,portrait_evidently_seat_10158
25.0,39.0,landscape_passing_10162
62.0,16.0,landscape_distressed_kingdom_slave_1977
27.0,75.0,landscape_give_vacant_drum_10171
57.0,37.0,still_life_shall_remain_eternity_10175
76.0,64.0,landscape_tinder_apt_fire_1993
67.0,16.0,landscape_divide_empire_empire_controuls_2002
7.0,53.0,portrait_ductile_wax_2004
37.0,39.0,still_life_restless_still_despondency_10198
4.0,43.0,portrait_white_paper_wax_book_white_pap_2008
21.0,59.0,landscape_stop_windows_flew_2011
47.0,34.0,portrait_guest_takes_2013
82.0,27.0,still_life_bind_soft_chains_secure_2015
46.0,39.0,landscape_yet_forcibly_rushed_upon_10209
61.0,42.0,landscape_wounds_made_em_2023
25.0,46.0,portrait_eye_mirror_present_clearer_glo_10222
70.0,36.0,portrait_enemy_strongest_hearts_reason__2035
27.0,22.0,landscape_several_ways_ran_dancing_remem_2037
54.0,21.0,landscape_tamed_10234
41.0,28.0,still_life_mankind_10249
53.0,73.0,landscape_horse_wild_coursers_irregularl_2058
61.0,26.0,portrait_pride_passion_art_powers_man_m_10250
74.0,65.0,still_life_chargers_cannot_kind_pure_rece_2060
43.0,59.0,landscape_descends_find_2065
45.0,71.0,landscape_house_clay_clogs_2070
54.0,73.0,landscape_horse_course_rein_10263
69.0,62.0,still_life_glances_corners_mind_embers_cr_2072
15.0,52.0,landscape_took_root_grew_2074
63.0,51.0,landscape_mounts_wings_fire_possesses_wi_10269
71.0,32.0,portrait_chain_firmly_stroak_given_2081
70.0,20.0,landscape_conquer_heart_2082
66.0,33.0,portrait_weakness_pride_fortress_comman_10278
38.0,32.0,landscape_chooses_reside_2087
50.0,52.0,landscape_kind_things_better_name_kind_m_10281
50.0,38.0,landscape_earthly_tabernacle_return_2099
68.0,18.0,still_life_conquest_2109
31.0,44.0,portrait_darkness_eye_perceptive_eye_10315
17.0,45.0,landscape_beauty_comely_bodies_2127
5.0,32.0,portrait_impression_left_10322
27.0,31.0,still_life_self_judge_within_till_2138
4.0,49.0,portrait_image_perfect_image_2140
23.0,27.0,portrait_stronger_impression_mind_10340
10.0,32.0,landscape_make_impression_much_10345
20.0,60.0,landscape_windows_within_10349
79.0,30.0,landscape_chains_10350
28.0,39.0,landscape_mind_eye_persons_pass_street_o_10352
58.0,40.0,portrait_devil_gnaws_gnaws_devil_2162
54.0,48.0,landscape_made_impenetrable_mould_vain_b_2174
10.0,52.0,landscape_made_sand_shape_breadth_substa_10367
70.0,46.0,portrait_bileront_went_2176
10.0,47.0,landscape_sentiments_imprinted_10370
44.0,7.0,still_life_reason_rule_us_10379
4.0,33.0,landscape_rasa_tabula_10381
32.0,30.0,landscape_extacy_sobered_enough_10391
73.0,60.0,landscape_wandring_flames_2199
63.0,15.0,landscape_free_2200
65.0,14.0,still_life_empire_throne_empire_throne_2202
64.0,28.0,landscape_struggles_2205
44.0,29.0,landscape_ruin_tenements_10398
62.0,29.0,landscape_throws_reins_upon_neck_fancy_10409
32.0,68.0,still_life_motion_motion_2222
55.0,43.0,still_life_soul_lifeless_soul_2224
77.0,25.0,landscape_would_lay_strong_siege_breach__10418
39.0,37.0,still_life_ideas_cogitations_soul_2229
60.0,9.0,landscape_written_10422
8.0,53.0,landscape_like_soft_wax_till_2233
82.0,52.0,landscape_gold_breast_marble_2234
61.0,43.0,landscape_bosom_rankling_shaft_pain_cure_10428
69.0,59.0,still_life_still_burns_10429
86.0,46.0,portrait_ever_brought_mettal_made_scrol_2240
67.0,59.0,still_life_fire_life_10434
57.0,45.0,portrait_see_spirit_lost_ever_gulf_eye__10439
49.0,49.0,landscape_quench_cheering_flame_mists_ef_10442
48.0,66.0,landscape_marble_heart_rock_sluces_flood_2254
81.0,55.0,still_life_jewel_would_shine_something_fu_10447
38.0,71.0,portrait_descriptions_inlets_2262
26.0,32.0,landscape_eyes_things_seen_2266
28.0,20.0,portrait_polish_10459
7.0,46.0,portrait_imprint_thing_lead_2268
55.0,36.0,portrait_pearl_beneath_10458
14.0,31.0,landscape_hearts_impression_2270
43.0,30.0,landscape_mansions_many_large_fairest_la_2279
31.0,55.0,still_life_choice_repositories_whilst_doo_2280
52.0,81.0,landscape_pleasure_spider_spins_web_yet_2284
23.0,44.0,still_life_opens_eye_view_self_2291
46.0,38.0,landscape_multitude_strangers_wild_death_10499
59.0,31.0,landscape_dangerous_guards_corrupted_som_2308
3.0,37.0,still_life_tabula_rasa_write_10502
40.0,57.0,still_life_grudged_narrow_neck_vinegar_cr_10504
16.0,56.0,still_life_colour_must_something_coloured_10511
20.0,52.0,still_life_mirror_10512
35.0,65.0,still_life_perceive_clogs_sort_sort_glori_2325
31.0,62.0,still_life_seat_entirely_serve_least_2327
7.0,51.0,landscape_proud_even_instantly_sarcastic_10531
19.0,29.0,landscape_impression_made_upon_10540
13.0,43.0,still_life_dr_cheyne_laid_rule_laid_impri_10549
23.0,29.0,landscape_impression_fancy_though_certai_10555
20.0,31.0,landscape_leave_lasting_impression_behin_10558
55.0,74.0,landscape_away_unbroke_horse_govern_thre_10562
84.0,48.0,still_life_metals_melt_2371
68.0,66.0,landscape_candle_2384
48.0,45.0,still_life_extinguished_like_candle_air_10579
66.0,18.0,still_life_conquer_cause_right_ill_nay_fo_2403
16.0,30.0,portrait_like_blank_paper_first_impress_10596
56.0,41.0,landscape_ardent_10601
56.0,54.0,landscape_beneficent_genii_santons_subdu_10604
44.0,33.0,portrait_adorned_grandeur_within_flames_10606
74.0,57.0,still_life_took_fire_10609
41.0,20.0,landscape_sense_preside_rooted_blind_sen_2418
67.0,64.0,landscape_taper_faintly_burns_flame_turn_2419
62.0,69.0,still_life_stars_till_morning_stars_noon_2420
67.0,19.0,landscape_mine_conquer_conquer_2425
84.0,50.0,landscape_metals_alloy_ore_unpurify_ore__10617
63.0,18.0,still_life_wage_war_2426
63.0,19.0,still_life_rebel_2428
43.0,5.0,still_life_rules_custom_2429
19.0,44.0,still_life_fancy_sickening_pencil_10623
59.0,19.0,portrait_slave_masters_tyranny_subject__2434
83.0,54.0,portrait_gem_10628
77.0,42.0,still_life_steel_2437
45.0,36.0,landscape_crowds_2439
56.0,66.0,landscape_flood_may_run_2441
60.0,45.0,still_life_shield_10643
69.0,5.0,landscape_resume_empire_lawful_tyrant_2453
76.0,41.0,still_life_hearts_steel_10647
52.0,56.0,landscape_cloud_sun_dispel_2461
80.0,28.0,landscape_throw_chains_maintains_10658
61.0,10.0,portrait_part_mighty_empires_father_wif_2480
62.0,54.0,landscape_fly_like_icarus_soar_high_icar_2481
35.0,45.0,landscape_mind_naturally_body_thing_body_2482
59.0,26.0,landscape_passion_storms_10673
78.0,44.0,still_life_melt_heart_steel_10674
70.0,37.0,landscape_inexplicable_abyss_10683
66.0,70.0,still_life_shines_upon_light_2495
60.0,53.0,landscape_clings_wings_goldfinches_birdl_10687
48.0,30.0,portrait_entertain_guest_2501
86.0,49.0,landscape_every_base_alloy_10702
45.0,11.0,landscape_law_2511
74.0,56.0,portrait_fire_10705
71.0,37.0,landscape_unguarded_steals_day_upon_ligh_2514
49.0,34.0,portrait_stranger_10712
7.0,41.0,still_life_written_tablet_10717
53.0,45.0,landscape_souls_drunk_flesh_2527
71.0,63.0,landscape_confest_flame_2531
70.0,19.0,landscape_fight_conquest_2539
51.0,74.0,landscape_luxuriant_shoots_restrained_lu_10738
79.0,46.0,landscape_rust_rubbed_10743
72.0,58.0,landscape_flame_thy_kindled_2555
52.0,31.0,landscape_harmony_2557
65.0,8.0,portrait_tyrant_empire_empire_thoughts__2562
72.0,55.0,landscape_flame_shame_force_leave_soul_m_2563
68.0,65.0,portrait_light_drawn_intellectual_beam__2566
71.0,60.0,landscape_flaming_spirits_blaze_scorch_2567
44.0,36.0,landscape_thousand_crowd_2571
26.0,15.0,landscape_ideas_assiduously_account_10770
45.0,33.0,still_life_within_lodging_2583
81.0,56.0,landscape_ring_nature_impurities_2584
52.0,34.0,still_life_closet_2585
53.0,40.0,portrait_doth_rot_2587
70.0,63.0,landscape_fire_seemed_inflame_ray_across_10779
34.0,50.0,still_life_check_book_customers_check_boo_10782
57.0,5.0,portrait_prevail_throne_2594
32.0,38.0,still_life_accounts_weight_removed_mind_10790
73.0,19.0,still_life_conquer_heart_2601
44.0,80.0,landscape_seeds_sown_root_seeds_taking_r_10793
19.0,27.0,landscape_leave_deep_impression_2603
20.0,26.0,still_life_impression_2604
65.0,44.0,landscape_inflame_ingenious_new_anguish__10806
47.0,46.0,landscape_yielding_effort_conquer_trying_10808
55.0,37.0,landscape_unlade_pour_wond_unlade_pour_2624
59.0,60.0,landscape_rising_storm_passion_shook_2625
38.0,53.0,landscape_together_thousand_adjoining_ro_10818
79.0,53.0,landscape_harder_rocks_snow_rocks_colder_10819
47.0,39.0,landscape_impatient_enquiries_darted_10824
61.0,28.0,landscape_accesses_let_eyes_explore_warr_2634
77.0,47.0,landscape_spark_wake_2636
44.0,13.0,still_life_rule_thy_reason_judge_2642
52.0,44.0,still_life_pouring_pouring_10835
65.0,51.0,landscape_madness_till_burst_2646
66.0,39.0,still_life_heart_strings_oh_2650
84.0,54.0,portrait_gems_purest_10846
81.0,45.0,landscape_savage_habit_steels_soil_force_10853
38.0,54.0,still_life_room_guest_human_guest_2670
59.0,73.0,still_life_yoke_upon_unbroken_gall_tramme_10866
7.0,52.0,landscape_wax_may_10869
61.0,45.0,still_life_harmony_exactly_tuning_thus_pe_2679
42.0,6.0,still_life_head_rules_10872
40.0,45.0,still_life_womb_things_grave_womb_things__2688
50.0,75.0,portrait_animals_teeth_claws_extremely__2694
56.0,8.0,still_life_throne_forgetting_10886
50.0,39.0,landscape_earthly_tabernacles_delights_h_2702
46.0,60.0,landscape_one_scumming_let_bringing_make_2703
35.0,49.0,portrait_engraven_characters_10896
31.0,39.0,landscape_naked_2706
33.0,47.0,landscape_cloath_naked_body_sort_naked_b_2708
50.0,24.0,landscape_invades_discretion_love_2711
47.0,29.0,portrait_haggard_train_unwelcome_mental_10907
25.0,32.0,landscape_art_make_impression_upon_minds_2717
71.0,35.0,portrait_always_rivetted_remove_10918
48.0,50.0,portrait_worn_popish_ragged_perpetual_t_2728
65.0,66.0,still_life_bright_idea_sum_things_sun_ser_2732
45.0,25.0,still_life_shall_overturned_shaken_positi_2733
17.0,51.0,landscape_whose_pencil_gay_vision_tablet_10932
19.0,32.0,landscape_impression_10937
34.0,9.0,still_life_arguments_show_prove_ways_test_2745
10.0,46.0,portrait_notion_imprinted_2748
2.0,33.0,landscape_rasa_tabula_plentifully_connat_2756
54.0,31.0,landscape_spirit_making_melody_10948
56.0,12.0,still_life_seated_throne_charming_musick__2759
18.0,32.0,still_life_almost_impression_influenced_10952
4.0,45.0,portrait_stamp_2763
62.0,18.0,landscape_place_slave_2769
56.0,19.0,still_life_show_box_string_ruling_passion_10964
55.0,6.0,landscape_abdicates_throne_10966
50.0,70.0,still_life_whiffling_spreads_spangled_net_10970
31.0,57.0,landscape_repository_collectors_carriers_2779
67.0,18.0,landscape_self_command_conquer_conquest__10985
56.0,36.0,landscape_misery_wretchedness_breast_dwe_10986
24.0,45.0,portrait_eyes_like_glasses_differently__2798
19.0,38.0,landscape_man_within_10990
52.0,29.0,still_life_pernicious_purpose_10994
20.0,46.0,still_life_glass_images_looks_2803
35.0,10.0,portrait_authority_judge_within_10996
44.0,24.0,landscape_wandering_reason_2810
76.0,45.0,landscape_iron_hearted_mother_11009
61.0,41.0,landscape_heal_raging_2818
60.0,11.0,still_life_kingdom_throne_forms_chains_re_2819
9.0,52.0,still_life_waxen_softness_still_shape_har_2822
46.0,64.0,landscape_reflected_luxuriance_shades_11020
49.0,55.0,landscape_gloomy_glass_despair_gloomy_gl_11026
36.0,44.0,landscape_thing_nourishment_nourishment__2838
33.0,26.0,landscape_conceiving_child_breeding_2840
45.0,82.0,landscape_sprout_forth_grow_2849
48.0,41.0,still_life_guest_still_lodging_greatest_p_2850
41.0,47.0,landscape_nature_like_sensitive_plant_to_11044
41.0,43.0,landscape_inflame_11056
73.0,57.0,still_life_takes_fire_danger_2866
64.0,67.0,landscape_sun_beams_sun_2870
76.0,29.0,still_life_full_full_heart_slave_2871
45.0,22.0,still_life__11063
57.0,13.0,portrait_betters_tyrant_throne_betters__2873
44.0,28.0,landscape_tenement_2874
59.0,38.0,landscape_sensations_pressed_upon_11064
55.0,53.0,landscape_floated_upon_fancy_reflected_s_11081
37.0,9.0,portrait_judge_2892
55.0,24.0,landscape_thus_predominant_passion_11085
72.0,34.0,still_life_rhyme_chain_shackling_rhyme_2897
81.0,43.0,still_life_wealth_riches_steel_enjoyment__11101
6.0,46.0,landscape_erase_2913
81.0,31.0,landscape_steel_11109
41.0,62.0,landscape_ascended_regions_descend_2924
27.0,48.0,still_life_resembled_convex_glass_small_p_11117
17.0,28.0,landscape_suspicion_impressions_easily_m_11119
55.0,34.0,landscape_needle_though_one_point_reason_11122
19.0,53.0,still_life_mirror_passing_object_every_im_11127
57.0,63.0,landscape_tempestuous_flood_whose_arise__11128
37.0,62.0,landscape_instrument_whose_sounds_string_11132
57.0,62.0,landscape_agonies_raise_tempest_11133
50.0,49.0,landscape_power_arrest_winds_violence_to_11136
59.0,40.0,portrait_blot_ev_ry_2944
59.0,62.0,landscape_warring_elements_rage_contend__2949
85.0,47.0,landscape_iron_iron_11144
34.0,23.0,landscape_blinded_clear_2952
82.0,42.0,landscape_made_steel_could_11146
61.0,53.0,still_life_tow_upon_wing_plumes_quits_hom_2955
79.0,44.0,still_life_steel_2958
35.0,43.0,still_life_beauties_body_2965
80.0,47.0,landscape_rust_accumulated_crusted_11160
25.0,26.0,landscape_strongly_impressed_upon_11162
19.0,23.0,still_life_act_extirpate_thing_11163
61.0,44.0,still_life_instances_knife_cuts_sheath_ex_2972
54.0,53.0,still_life_light_whilst_things_still_must_2973
65.0,32.0,landscape_sanctuary_protector_possibilit_11164
32.0,36.0,landscape_root_thing_11168
58.0,25.0,portrait_passion_2977
42.0,27.0,landscape_subordination_rooted_11173
18.0,41.0,landscape_grand_many_ingenious_11176
6.0,43.0,seascape_sentiments_interspersed_letter_11177
43.0,29.0,still_life_whose_one_firm_mansion_viz_mem_2989
30.0,64.0,landscape_limb_cast_tool_fit_use_2990
16.0,45.0,landscape_lively_imagination_must_borrow_11185
39.0,36.0,still_life_emptying_ideas_life_11189
49.0,45.0,still_life_lie_quiet_gross_tenement_11191
26.0,39.0,landscape_therefore_ears_heart_eyes_thy__2999
46.0,65.0,landscape_lake_stagnating_still_lake_11193
63.0,52.0,portrait_mount_wing_11195
32.0,56.0,still_life_ferment_3007
69.0,47.0,portrait_viper_poison_11199
45.0,52.0,landscape_wander_ideas_first_3008
61.0,36.0,portrait_poison_3010
57.0,43.0,still_life_shot_3014
31.0,35.0,portrait_mind_milky_11209
84.0,47.0,still_life_steel_brass_iron_grate_steel_b_3021
41.0,58.0,still_life_complexion_colour_11216
45.0,42.0,portrait_haunted_11217
23.0,51.0,portrait_mirror_3026
47.0,41.0,portrait_haunt_11220
39.0,44.0,still_life_feast_mind_body_3029
80.0,44.0,still_life_hammer_steel_11233
44.0,48.0,landscape_art_sounds_beautys_3046
23.0,66.0,landscape_impregnated_johnsonian_aether_11239
26.0,33.0,still_life_encourag_thought_way_unbinding_3050
5.0,42.0,portrait_white_paper_c_designed_11250
46.0,20.0,landscape_improve_dung_prolific_powder_3061
34.0,47.0,landscape_seat_3063
57.0,44.0,still_life_direful_vultures_3088
52.0,38.0,still_life_alas_blotted_remembrance_11283
64.0,20.0,landscape_hostile_fires_artillery_avenue_3094
69.0,53.0,portrait_gleam_hope_would_play_11289
40.0,16.0,still_life_unerring_chair_popes_ascribe_u_3099
60.0,56.0,landscape_carry_emulate_adventurous_flig_11298
47.0,72.0,landscape_green_grove_streams_streams_mi_3109
30.0,51.0,landscape_art_stile_part_woven_11301
74.0,31.0,landscape_confined_chain_asunder_11307
49.0,9.0,landscape_free_govern_3119
23.0,41.0,portrait_face_since_faces_3130
31.0,59.0,landscape_pass_examination_gross_prepare_3137
52.0,60.0,landscape_winds_rains_humid_vapours_heat_3148
70.0,40.0,portrait_hearts_eyes_3149
16.0,37.0,still_life_th_impression_3152
27.0,69.0,still_life_exercise_regulate_11349
59.0,27.0,landscape_conviction_rock_storms_passion_11350
75.0,54.0,landscape_dross_refine_thick_3158
49.0,38.0,landscape_place_guest_3161
79.0,33.0,still_life_chain_cramp_11357
57.0,24.0,landscape_passion_11372
58.0,35.0,landscape_grave_undiminish_11373
69.0,34.0,landscape_chains_drag_11382
65.0,72.0,landscape_light_sun_beams_pass_sight_ins_3198
17.0,43.0,landscape_magazine_abounding_magazine_ab_11396
44.0,6.0,still_life_reason_rules_cause_reason_rule_3214
52.0,21.0,portrait_reason_may_rule_3215
77.0,28.0,still_life_shackled_dread_11406
50.0,30.0,portrait_barren_11414
72.0,44.0,portrait_iron_brass_3223
65.0,65.0,still_life_bright_lamp_feed_light_11416
72.0,38.0,portrait_heart_face_11417
58.0,11.0,still_life_empire_throne_empire_throne_th_11419
19.0,57.0,still_life_figure_fancy_drew_11426
59.0,6.0,still_life_emerald_throne_ministers_11429
18.0,25.0,landscape_impression_11435
24.0,51.0,portrait_mirror_11441
41.0,59.0,still_life_natural_wholesome_complexion_m_11442
17.0,50.0,landscape_filling_superficial_parts_soli_3259
41.0,17.0,landscape_importance_contest_reason_3265
49.0,18.0,still_life_anarchy_awakens_mind_11461
38.0,39.0,landscape_invaded_11470
53.0,50.0,still_life_thick_darkness_11471
30.0,29.0,landscape_impress_11473
25.0,60.0,landscape_building_structures_3291
16.0,31.0,landscape_make_impression_3295
67.0,66.0,still_life_light_lamp_11488
73.0,62.0,still_life_season_tincture_fire_may_cover_3296
54.0,47.0,seascape_souls_made_sea_water_3306
32.0,53.0,still_life_catalogue_thing_11508
47.0,77.0,still_life_lies_fallow_fallow_sprouts_3324
70.0,62.0,still_life_burning_ideas_flame_burning_id_11518
45.0,81.0,portrait_germinate_seeds_scattered_11519
59.0,44.0,landscape_booted_wound_11523
65.0,6.0,portrait_empire_effected_11524
59.0,32.0,landscape_hopes_queen_11536
62.0,55.0,still_life_sylphids_still_reigns_11537
41.0,52.0,landscape_palaces_clad_cells_dwelling_11538
57.0,36.0,landscape_efface_image_11540
60.0,43.0,still_life_sadder_notes_3351
23.0,63.0,portrait_stamps_binds_3357
57.0,57.0,landscape_sun_summer_heats_spring_succee_3365
58.0,54.0,portrait_worked_therewith_least_stars_r_11568
72.0,33.0,landscape_chains_fetters_11572
46.0,80.0,landscape_seeds_remain_ready_sprout_fort_3382
54.0,65.0,landscape_gentle_gales_passions_3383
36.0,74.0,still_life_breaks_spring_3389
59.0,58.0,landscape_blue_sky_trembling_events_crow_11589
46.0,42.0,landscape_haunted_gloomy_gloomy_train_11594
18.0,38.0,landscape_emily_impressed_upon_11598
45.0,27.0,landscape_dwelt_temple_enshrin_3408
54.0,62.0,landscape_stormy_mind_pacify_3409
18.0,39.0,portrait_intelligent_read_passed_11600
58.0,55.0,landscape_imagination_soared_regions_spa_11607
57.0,66.0,landscape_possible_mists_dissipate_impos_11613
49.0,39.0,landscape_unbend_3422
52.0,70.0,landscape_sollicitations_revenge_stream__3424
39.0,65.0,still_life_serious_endeavoured_throw_trai_11620
51.0,55.0,landscape_gloom_shades_gloomy_grandeur_g_11629
26.0,66.0,landscape_exercise_mind_exercise_3440
45.0,49.0,landscape_loose_rambling_gay_prospects_b_3441
69.0,69.0,still_life_pictures_thing_shade_night_lig_3456
69.0,60.0,still_life_flame_burn_within_3462
43.0,27.0,still_life_living_tablet_3465
29.0,21.0,still_life_career_reflections_11658
43.0,4.0,still_life_justice_reason_shackle_fetters_11659
33.0,36.0,portrait_rooted_11661
3.0,45.0,portrait_upon_stamp_11668
38.0,51.0,landscape_excite_large_minute_ideas_vari_3483
35.0,54.0,landscape_furniture_lumber_broker_shop_f_11677
51.0,10.0,still_life_governs_ruler_slave_ruler_appe_3486
61.0,18.0,landscape_stained_within_11682
44.0,47.0,still_life_rising_observe_first_shoots_yo_11694
8.0,44.0,portrait_engraved_11700
22.0,30.0,landscape_th_impression_cast_11703
66.0,6.0,landscape_empire_survey_3515
79.0,45.0,portrait_iron_bound_11709
38.0,63.0,still_life_external_sense_ports_unopen_di_3519
21.0,32.0,landscape_impressions_convey_report_vita_3525
3.0,32.0,landscape_rasa_tabula_free_11724
74.0,32.0,still_life_impatient_yoke_chains_impatien_3535
0.0,48.0,portrait_thy_stamp_11730
8.0,45.0,landscape_pen_imprint_well_paper_well_pa_11735
30.0,37.0,still_life_engine_knows_3543
29.0,46.0,portrait_thro_outward_sense_object_flie_3548
54.0,52.0,still_life_giddy_whirl_settl_giddy_whirl__3572
58.0,56.0,landscape_weather_3575
47.0,19.0,portrait_dissented_fettered_ever_ever_11770
29.0,63.0,portrait_house_seat_place_narrower_ordi_3580
39.0,61.0,still_life_single_stain_upon_11790
45.0,30.0,portrait_make_guest_3603
58.0,62.0,landscape_storms_tempests_storms_3610
58.0,19.0,landscape_woman_reigns_become_prey_11803
56.0,40.0,landscape_unoccupied_void_11809
67.0,71.0,landscape_light_beam_3617
8.0,46.0,landscape_affected_imprinted_3619
49.0,25.0,landscape_idea_banish_11815
48.0,42.0,still_life_phantomes_phantomes_3625
64.0,1.0,still_life_thorough_revolution_thorough_r_11827
31.0,31.0,landscape_impressed_character_11831
36.0,10.0,portrait_judges_11832
48.0,7.0,portrait_superior_reason_governs_3643
62.0,27.0,landscape_knowing_nothing_else_changeabl_11837
24.0,34.0,landscape_presence_deep_impression_makes_3645
57.0,32.0,landscape_thou_prey_upon_3650
58.0,57.0,portrait_storm_11844
76.0,44.0,still_life_steel_breast_3657
22.0,28.0,landscape_strong_inclination_marvellous__11851
37.0,31.0,still_life_creation_impressed_11854
70.0,39.0,landscape_lodge_partner_3663
71.0,68.0,landscape_fumes_11857
56.0,62.0,landscape_gust_thro_wind_roars_billows_n_3667
60.0,41.0,landscape_heal_wounded_mind_3673
60.0,31.0,landscape_vigorously_struggled_soon_near_11869
46.0,58.0,landscape_adversity_gusts_11873
59.0,5.0,landscape_world_realms_11883
64.0,27.0,landscape_conquer_heart_victories_11884
55.0,42.0,seascape_naked_blank_3691
67.0,70.0,still_life_lamp_sickly_rays_socket_3695
2.0,47.0,still_life_stamp_11888
87.0,43.0,still_life_steel_11890
52.0,66.0,seascape_gently_tide_may_11894
4.0,34.0,landscape_rasa_tabula_rasa_11898
0.0,47.0,landscape_stamp_11901
40.0,41.0,still_life_crowd_peers_train_crowd_vacant_3715
57.0,19.0,portrait_disdain_imprinted_thy_11909
50.0,47.0,landscape_lover_lurking_rising_3718
66.0,5.0,landscape_reason_yield_3719
15.0,26.0,landscape_love_minds_subject_rule_fancy__3722
47.0,59.0,seascape_dancing_light_reflected_water_3730
40.0,44.0,portrait_feeds_3736
39.0,30.0,landscape_seemed_impressed_upon_11931
70.0,16.0,still_life_may_conquest_3742
70.0,41.0,portrait_heart_stone_could_11935
76.0,24.0,landscape_conquer_ev_3743
19.0,25.0,still_life_strong_impressions_3747
